321 blue type1----------------------------------------------------
[-0.8676281433806867, 0.658549496148713]
[2.516244309357181, 2.4457866879723653]
[0.5479364038091092, 0.3155092540543293]
[1.8147192824020602, 2.008837092497747]
[0.68153982569628, 1.051929830002331]
[7.483727220760725, 2.4544715856067696]
[1.6666853423559, 0.37745610621258263]
[-2.939226887052135, 0.2673048686877587]
[-1.3657233898940748, 0.1323366572365302]
[1.4499284241662802, -0.892778429955871]
[-1.5782566690657105, 0.6447265862044111]
[-1.5398175519604758, 1.3040119268276156]
[2.449469019445174, -0.10239904011120093]
[1.4399679887598538, -0.5708878318232331]
[3.1451898817677515, 2.385857324414599]
[7.031358664318673, 0.7857529939771604]
[3.0527621481691627, 0.39643332212535587]
[3.711696605553844, -0.14871203232028196]
[1.0614764860753791, 1.6823125401014345]
[3.5551920653304423, 0.4390056667602983]
[-6.780597331280753, 0.17798570289845417]
[8.010267612539096, 1.2535232799628866]
[1.418745025369173, 0.9164695928542615]
[2.3784986748439607, 1.1689378234812902]
[-1.168208865665194, 0.5523337838886444]
[4.18232285107621, 0.875585107699693]
[4.295151553028047, 2.355112011450658]
[2.403326108697876, 0.2771808868108855]
[-4.815340867950691, 0.8050112819561647]
[6.8637805632295015, 0.7834211432595716]
[7.042478345919023, 0.9332020263165282]
[2.5787709194787904, 0.49255168785577486]
[4.476430210811407, 3.036166031825772]
[9.013621919090362, 1.1675130260504332]
[3.6717599024459915, 1.5973041604976648]
[4.626699542535455, -0.27479858083102315]
[5.19117341894328, 1.2937898707071955]
[-4.108725897530315, 0.3994146499938013]
[0.6060014494812009, -0.10483970197692116]
[-5.374348164327392, 0.6492085575242901]
[7.267557648401211, 0.6230590576052693]
[1.9468254102254654, 1.867345214027297]
[-3.707020940985438, 1.9894205537602359]
[0.11749961697470512, 1.4846570948927629]
[-1.0895119395688297, 0.2870207441596967]
[1.8797489682185047, 1.3986472014854159]
[1.43035867680736, 1.8085720154530347]
[5.381600341606615, 1.2473534163931044]
[-3.4231474495793446, -0.049253035622816466]
[5.06087888140179, 2.050821994558355]
[-1.1391349490465825, -0.03408489189278896]
[0.9482235994532366, 0.6534763835585493]
[7.18043166293442, -0.8732043363224511]
[-4.7339004807062715, 2.200388194884529]
[1.8133285545136015, 0.8612801385868796]
[-4.771317077864718, -0.38730004942575413]
[-0.1916112590151795, 0.03485257129387931]
[-3.141178416709211, -1.3374307167505424]
[-1.5660401262445922, -0.6512682310521625]
[-2.823633890111229, 1.478647843187666]
[-6.291818446604764, 1.4616141118775758]
[-4.918004867988052, 0.4419411817616642]
[1.3457902476914865, 1.9262824516145032]
[-0.6452250299159146, 1.6178859480834944]
[3.077795575358627, 1.3974207009577784]
[2.923198737670541, 1.9525507200579073]
[-0.949238195211165, 2.733561601811483]
[4.746698360693769, 0.8229700316732278]
[4.496866997744805, 0.867015117541251]
[-0.21073108395614892, -0.09668635153711413]
[-0.7158735660252744, 0.3796857824373311]
[0.28473537869177323, 0.6925575822146413]
[2.5413506458333543, -0.2868837702510789]
[4.165452570674161, 1.3704401009979963]
[1.7741366735029513, 1.0852371312315525]
[5.148370624076715, -0.7058354706409431]
[-1.2797750363403382, 0.0062812071434651395]
[2.3678663433938927, 3.736670222863295]
[-2.8437778965887577, 0.9169500966247697]
[-2.427194564315142, 0.7974177045738818]
[3.460740797060307, 2.6800443720700304]
[-2.6242228233761944, 0.703141873201915]
[1.5582273946972305, 1.6003731099970326]
[2.318985789784688, 2.424124971577558]
[5.281505218757897, 1.15524605648119]
[-1.035818278823935, 2.370276841773996]
[2.1596811077452798, 0.1584401279669655]
[6.750815458282936, 0.861045805133267]
[2.7067570083548134, 1.2820198395298352]
[-1.0317619433773824, -1.8462928755769208]
[-2.562445597195069, 1.8552297048793627]
[4.224534188324181, 0.642180122171604]
[2.521284222583759, 1.301937047607414]
[-2.744281912592798, 2.519520837495965]
[0.15043953169392565, 1.737936396364872]
[-0.9527991276607042, 1.0191092599973928]
[1.7612969863053816, 1.0371106522264038]
[3.656778859731714, 1.6686002058746312]
[3.4449353227023387, 1.9668887254771907]
[0.4065331880128107, 0.00807527777976813]
[-2.7327405608253814, 1.874960689047159]
[-0.2247828280513653, 1.4594290555757543]
[9.534483926624402, 1.534161863314568]
[-4.383655835769098, -0.5113417029248937]
[2.156927723204271, 2.3428716568777332]
[2.34204769381165, -0.6430956945041209]
[0.7415784225951857, 0.45915886620804824]
[0.760029406425663, 0.6489485122384256]
[-4.868012256577553, 3.0456233752940216]
[4.834905372612276, 0.19195087778713127]
[5.455533684084361, -0.4186099935556147]
[2.9556549653374056, 0.27956506431339057]
[5.736261289356951, 1.9311800970408755]
[0.5581496902950598, 2.177053348911702]
[-2.0509921590709927, 1.1656803939213387]
[9.64266500652804, 0.546681741239752]
[2.8171876777943776, 0.3811546067881385]
[1.454526060807122, 1.914296302276862]
[3.3367205212697986, 1.2216140570236875]
[-4.446022366577753, 0.2596482422015671]
[0.23689799689825064, 0.6341429861243493]
[-0.08444599882453163, -0.41963428096376676]
[5.6587807889823125, 2.7222082629922246]
[4.858179062548583, 0.3137520740485853]
[2.2635098583347864, 1.5812887996562892]
[2.806338361422374, 1.594742629081154]
[-2.5604576278748823, 0.7808191136032538]
[2.175731921954826, 1.9555542366523138]
[-4.710917155492668, 2.166036322535341]
[-1.4263188158936453, 2.008000478228057]
[3.740240530231046, 1.8212013051170917]
[-1.8283881363381038, 0.6382089398760448]
[8.138319710777552, 0.7663458161734668]
[4.202538066297905, -0.681729516135678]
[6.852925765435994, 0.6688405324250286]
[7.493926426425306, -1.1521017008854901]
[4.612289372590533, 1.4529430794722868]
[0.8010597897695538, -0.43979396266055626]
[4.00871246724883, -0.008597264974349095]
[-4.836983862301258, -0.48992932419603985]
