615 blue type1----------------------------------------------------
[-4.983729600885584, 2.9034740950444102]
[-4.352362778693004, 1.306055078152283]
[2.022658207364721, 0.6553438076563116]
[7.519906980461146, 2.0791655497396033]
[0.8008556528073179, 1.5671365477513617]
[0.011366664598391307, -0.5777234082337726]
[-0.27877436657829024, 2.7390822564660655]
[5.095421575505518, -0.4316740497438114]
[0.5542816644198951, 1.0877304047435232]
[-4.124698584567084, 2.37297479208148]
[3.8538923013547484, 1.2053421949722958]
[0.10635355809556535, 0.33614779200936484]
[0.9604064499138194, 2.24614199199308]
[3.6850179735446957, -0.9182595834409237]
[0.8350668836632328, 1.4175706879390415]
[-1.7596892276581393, -0.24594059173430338]
[-2.432836504336113, -0.4023138450307078]
[2.099523831734456, 1.5742737995795113]
[0.006609336048152281, 0.707481955418675]
[7.082887644147408, 2.334124992665493]
[-4.0385466779654395, 2.002348079008831]
[-1.2601972040989522, 1.769622318024111]
[-2.000838998967321, 2.1242085505518036]
[2.156142753795405, 0.501593234190904]
[4.501202292604345, 1.4917499105879675]
[-7.004476593426713, -0.5444476208141911]
[3.9542181753194585, 0.6245034760200443]
[-0.17959018649938274, 1.0160400489902577]
[-1.4362102773069219, 1.8019794895252197]
[0.9176198761515554, -1.9108898406545811]
[0.5946468764906707, 1.133445813084911]
[-0.7332780307466884, -0.9883209364210772]
[0.03549625378893073, 0.9043986709474628]
[5.6861109830317496, 0.4690650421695155]
[3.3690054255414252, 1.5863275136613666]
[1.8925431545299822, 1.4318500848735354]
[-0.9001990553939938, 1.0359797132408093]
[2.937613747246224, 0.5919492989141975]
[1.2715763199735632, 1.0220422708321892]
[-0.3631256509390346, 2.4736888886208384]
[3.2700524217158917, 0.07599185339912884]
[2.607139833546624, -0.5091353433445214]
[-0.9548130825002341, -0.20965361711613517]
[0.5519643956584113, 0.4593741707092954]
[5.342747499329272, 0.1543412513797382]
[1.8226697530921727, -1.0489368185094716]
[-3.1914552185955998, 0.6021110269309655]
[-1.905212486205552, 1.8671757338243822]
[5.208369796066008, 2.839562380426038]
[-0.17246330275425437, 0.22553316758714625]
[7.9417386559468355, -1.0883352366928563]
[6.670175847720988, 2.5122288492713913]
[0.228403834245701, 1.168434079937705]
[0.9545382068946686, 0.15009711651980817]
[2.010206164573681, 1.1437424405984333]
[3.3112632123822063, 0.5300692671912806]
[-2.9534188337320693, 1.0151131149504198]
[-1.0009505042254254, 1.617257436941586]
[1.7927361785803897, 0.1543134306881505]
[-0.16261424131632607, 1.7209504287444344]
[0.9916549592578684, 1.3419726215040206]
[-1.096728418588865, 1.9001878412858904]
[1.4658832915062987, 1.265516459966286]
[-3.6685560397716124, 0.4932694322515092]
[4.552969808035791, 2.773304907892662]
[4.651017105792321, 0.6493404415290391]
[4.699537179315728, 2.862583825848456]
[-3.650741090745769, 1.7529924933615209]
[-2.724458009498828, -0.6428350078719751]
[6.758722142358586, 1.228182834894727]
[-3.334755412491745, 2.2306687416840765]
[3.805708682251837, 0.8409246601028617]
[-5.805846461434343, 0.9737784719269763]
[-2.086069452928495, 2.0674207732927186]
[-3.360288205895144, 0.22920677028836756]
[-2.576784305697225, 2.2169806459714105]
[4.095076705398381, 1.105843551658432]
[5.1517701028024385, 2.1895057905213506]
[-0.225733093989535, 2.350835270507844]
[2.3779265949494013, -0.31534845652190446]
[3.485015965053939, 2.2653159115550543]
[2.4560689817805885, -0.05377031647980468]
[3.074026475618624, 0.6553478795749974]
[-2.6106967883256282, 1.4707059417396673]
[1.4822909270169518, 3.3454525115069336]
[4.271222170403236, -0.1689308588675038]
[1.530428172123361, 2.0788354305311776]
[1.5624196356339621, 0.45880447237070277]
[2.689328102819303, 1.2364099827822992]
[7.850743632550338, 0.9151130266927884]
[4.385618086889321, 2.5144379645981796]
[-4.255536092253494, 0.025563075490498965]
[9.313091607779779, 1.2612364525458966]
[2.058104051922065, 1.3960535829160776]
[4.9055164167432554, 1.3621664675317149]
[-2.2138541275321515, 0.9056232495683215]
[6.735698553109234, 2.0755887637823927]
[1.4144364778637155, 1.5613564260461912]
[2.738849676300534, 0.30332752722103806]
[0.85207556459906, 1.714348667456734]
[5.878862396007705, 2.7815720130191397]
[4.6637580218593016, 1.4845785563024751]
[5.9106924157401695, 1.1553398366783827]
[-0.39738919187919075, 1.0174899330631628]
[6.824006402641155, 0.9352670013803911]
[1.3838243207447407, 1.7730522631471972]
[0.9808966734896705, -0.08673017522388382]
[4.247015705349886, 1.4049389159350445]
[1.556532549580226, 0.15838055612555546]
[-1.4577341544164257, 2.9338105021950764]
[3.30519869131849, -0.6441007185982064]
[3.6774475243014124, 0.5288194042499101]
[-9.635822633091088, 1.1334793566668797]
[6.633909904015677, 1.4408518683224298]
[-4.396443321532729, 1.2187371963366251]
[-1.4020529668774375, 1.7421388114223464]
[4.6903517214834505, 1.5760858595882226]
[0.9099271694451421, 2.238569864773191]
[-1.896657857385339, 0.6059087220436177]
[-1.3642268083957627, 1.5185731161238993]
[0.46323672439215524, 2.4932434070560205]
[-7.5402325363152265, 2.201025362948267]
[1.4121069742178083, 0.7774688175760469]
[4.8819932076318295, -0.03644108436755911]
[-1.5027457108389397, 1.7108959508097925]
[2.1274059383297734, 1.1393649543375275]
[3.0455978667247385, 0.4249014400677741]
[1.1117341959785163, 2.871683386104303]
[-4.695452041453693, 1.23919931140653]
[0.23334732838113426, 1.3437366550317185]
[-2.108536358828107, -0.9127768652873653]
[-3.4111440395254498, -0.6489443672586623]
[-3.5681704917072397, 2.5841219508513187]
[2.722370577627551, 0.475323244376339]
[-0.3809710861248641, 3.0504124775266357]
[2.2283602023946747, 1.6076442038235892]
[-2.163472501551088, -0.9638866680239984]
[7.617050690674485, 1.4247409107435693]
[2.1545432454988083, 1.810510291953154]
[3.255974803173469, 2.275215350966833]
[-5.136139383900251, 1.0200908418840395]
[0.8207052551687742, 0.9275590216541523]
[8.001864739334376, -0.8273985690038914]
[3.4579879971011027, 0.7570597793096829]
[-1.2187781236166915, 0.9593584705844628]
[-0.8299396865270823, 1.8952218346737357]
[-3.061340268357955, 0.5563938244918007]
[-1.4185556531187204, 1.542117740560426]
[1.1241341625461667, 0.5033711582123954]
[2.5611618812094257, 2.8894000486359]
[2.845957373371171, 1.2848502766529788]
[5.64769930540101, 2.038889913799202]
[2.307809035240275, -0.09367646566189469]
[-1.0136896022505537, -0.23774041210182384]
[7.685870060484907, 0.8087405500478354]
[5.006095774006689, -0.24059732055506644]
[0.33469854828038414, 1.957753757152929]
[1.3438916528446214, 4.111016604096209]
[-3.829649462408897, 2.403601138850244]
[1.5136447314763686, 0.12443201479760035]
[1.3287998031717652, 1.3873376808646503]
[-2.2411712117394855, 2.5507740273359985]
[4.458430090556574, 1.3356865799526436]
